,cos_sim_pemiu_reconstructed_genuine,cos_sim_pemiu_reconstructed_impostor,cos_sim_pemiu_reconstructed_genuine_normalized,cos_sim_pemiu_reconstructed_impostor_normalized
0,0.06740772562342189,0.025281036467715203,0.18917295086897523,0.15095062406511647
1,0.868533379102912,-0.01500691471652356,0.9160491225298547,0.11439661834370365
2,0.08869932212050569,0.46646986646794464,0.2084912114728278,0.5512494365388821
3,0.7337846149393866,0.4715819474728717,0.7937890683101261,0.5558877224980732
4,-0.04601734766670445,0.45428519637342424,0.08626027707629602,0.5401940592546961
5,0.6826934213315716,0.4468576424939978,0.7474330802651319,0.5334549017889059
6,0.7671422791408463,0.4530975708500561,0.824055096048716,0.539116504578918
7,0.6562502757262383,0.4515916833564516,0.7234407235595456,0.5377501849116485
8,0.6669794458155369,0.4282045312243645,0.7331754986796978,0.5165305877935327
9,0.8591905655644033,0.47258705895300923,0.9075722144344551,0.5567996787955674
10,-0.004128625654013569,0.43399708270484305,0.12426669187540852,0.5217862772424869
11,0.03144100193021387,0.445541824406147,0.15653967503795355,0.5322610356205401
12,0.8375335942899178,-0.01586681952693007,0.887922442514911,0.11361641075221493
13,0.8038154834171412,0.41584297369996726,0.8573293748227298,0.5053147172617701
14,-0.025700363104341647,0.03299123572207151,0.10469425418618213,0.15794623092454974
15,-0.03480234003352803,-0.013739150143171059,0.09643586161555648,0.11554688466664989
16,0.8884422956908055,0.41932490534763633,0.9341128519941044,0.508473938458907
17,0.6808423141824087,0.42823999080281266,0.745753536398232,0.5165627609270719
18,0.007132123923294206,0.46981951817006457,0.13448377892939947,0.5542886376867413
19,0.11348744952276,0.4500752422078226,0.23098193945106252,0.536374289717334
20,0.7010158227307582,0.44568341081471546,0.7640573350581606,0.5323894995964126
21,0.08149399591149567,-0.0417496849269945,0.20195368529622146,0.0901324066738281
22,0.032104900471808424,0.4491253864550717,0.15714204250451708,0.5355124679666624
23,0.770544388531314,0.4411839512677228,0.8271418930306553,0.528307056454246
24,0.6401762625245468,0.023537258228574956,0.7088564731007989,0.14936846170995197
25,0.011031706216326218,-0.023666255695309366,0.1380219423072974,0.10653983758474479
26,0.6907710068801438,0.45720393802054704,0.7547620235267893,0.5428422877133822
27,-0.004415909809680338,0.4454005953035253,0.1240060336299224,0.5321328958349835
28,0.6530876658314292,0.4662298227487326,0.7205712289143407,0.5510316404180186
29,0.7404311632375757,0.4767233296987644,0.7998196049191632,0.5605525939987808
30,0.7355718036765768,0.43937725564004154,0.7954106178157274,0.5266678079849184
31,0.0046891932160524,0.45943070713905143,0.13226726256595464,0.5448626766561169
32,0.5827325466800533,0.4228605811997075,0.6567367237485335,0.5116819227700137
33,0.8564129792030122,0.44090947019527377,0.9050520587858916,0.5280580146837466
34,0.7325548231514624,0.47768813577670777,0.792673255400049,0.5614279804569283
35,-0.014905484812316613,0.4898037889522208,0.11448864757799626,0.5724207374097717
36,0.6528966520987857,0.45044957680585584,0.7203979186101261,0.5367139304445493
37,0.652287822940878,0.454969675745152,0.7198455166172885,0.540815100090352
38,0.7577668561908011,-0.0028380769458068596,0.8155486008291056,0.12543763066670663
39,0.7038153126495651,0.01479829541685127,0.7665973642108255,0.14143943858444907
40,0.029774481461417545,0.43272591034447316,0.15502761009147237,0.5206329189711425
41,0.6607571128243235,0.07531503410408913,0.7275298604907214,0.19634739858713976
42,0.797380319053339,0.4527768000203009,0.851490630779953,0.5388254632526289
43,0.7972346342186599,0.4408607381495842,0.851358448226017,0.5280137991943858
44,-0.01783776044567575,0.4505592435531442,0.11182813948245174,0.5368134331194184
45,0.7382254545600921,-0.03858969917893585,0.7978183245053792,0.09299952038199075
46,0.6086136704038237,0.42707317470752876,0.6802191475716991,0.5155040870315493
47,0.6246314321250188,0.44332865875334626,0.6947523600183487,0.5302529893546738
48,-0.06020767116052916,-0.007282125479523695,0.07338513324458648,0.12140546296513155
49,0.0015933630069286055,0.47173181616771515,0.1294583583687835,0.556023701145975
50,0.6279397953008016,0.4693581987955501,0.6977540993200828,0.553870074057673
51,0.6940803872133127,0.4626622561293897,0.7577646857142949,0.5477947210219785
52,-0.015324913648951992,0.07421558779472753,0.11410809201129637,0.1953498505485462
53,0.06423386899380228,0.050147952575066546,0.18629325185257434,0.17351283849754515
54,0.7662198039587602,0.4643029738153694,0.8232181171979019,0.5492833746247953
