a_img,a_embedding,a_embedding_pemiu,a_embedding_pemiu_reconstructed,b_img,b_embedding,b_embedding_pemiu,b_embedding_pemiu_reconstructed,genuine,cos_dist_real,cos_dist_target_a_real_vs_target_a_pemiu,cos_dist_target_a_pemiu_vs_target_b_real,cos_dist_target_a_real_vs_target_a_pemiu_reconstructed,cos_dist_real_normalized,cos_dist_target_a_real_vs_target_a_pemiu_normalized,cos_dist_target_a_pemiu_vs_target_b_real_normalized,cos_dist_target_a_real_vs_target_a_pemiu_reconstructed_normalized
../data/lfw/Abel_Pacheco/Abel_Pacheco_0001.jpg,../data/features_cleaner/Abel_Pacheco_0001.npy,../data/lfw_embeddings_pemiu/Abel_Pacheco_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Abel_Pacheco_0001.npy,../data/lfw/Abel_Pacheco/Abel_Pacheco_0004.jpg,../data/features_cleaner/Abel_Pacheco_0004.npy,../data/lfw_embeddings_pemiu/Abel_Pacheco_0004.npy,../data/lfw_embeddings_pemiu_reconstructed/Abel_Pacheco_0004.npy,True,0.7355832215706803,0.04826347225650359,0.053076645052829635,0.1361898982698808,0.8033222733040211,0.403124442634234,0.4199023773328031,0.2664021251236856
../data/lfw/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,../data/features_cleaner/Akhmed_Zakayev_0001.npy,../data/lfw_embeddings_pemiu/Akhmed_Zakayev_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Akhmed_Zakayev_0001.npy,../data/lfw/Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,../data/features_cleaner/Akhmed_Zakayev_0003.npy,../data/lfw_embeddings_pemiu/Akhmed_Zakayev_0003.npy,../data/lfw_embeddings_pemiu_reconstructed/Akhmed_Zakayev_0003.npy,True,0.868533379102912,0.13473496499680113,0.1428529700338572,0.20551059432736832,0.9134597432379543,0.5687808725794616,0.6047599458466028,0.3252732997150287
../data/lfw/Akhmed_Zakayev/Akhmed_Zakayev_0002.jpg,../data/features_cleaner/Akhmed_Zakayev_0002.npy,../data/lfw_embeddings_pemiu/Akhmed_Zakayev_0002.npy,../data/lfw_embeddings_pemiu_reconstructed/Akhmed_Zakayev_0002.npy,../data/lfw/Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,../data/features_cleaner/Akhmed_Zakayev_0003.npy,../data/lfw_embeddings_pemiu/Akhmed_Zakayev_0003.npy,../data/lfw_embeddings_pemiu_reconstructed/Akhmed_Zakayev_0003.npy,True,0.8059635998252422,0.17434753002147405,0.07286161673374889,0.06753660166942022,0.8616262041742904,0.6446680337120742,0.4606414224966816,0.20809774504237186
../data/lfw/Amber_Tamblyn/Amber_Tamblyn_0001.jpg,../data/features_cleaner/Amber_Tamblyn_0001.npy,../data/lfw_embeddings_pemiu/Amber_Tamblyn_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Amber_Tamblyn_0001.npy,../data/lfw/Amber_Tamblyn/Amber_Tamblyn_0002.jpg,../data/features_cleaner/Amber_Tamblyn_0002.npy,../data/lfw_embeddings_pemiu/Amber_Tamblyn_0002.npy,../data/lfw_embeddings_pemiu_reconstructed/Amber_Tamblyn_0002.npy,True,0.7337846149393866,0.07657215677033276,0.005545955118818269,0.023480914883760785,0.8018322864739635,0.45735636883783104,0.32203239019709107,0.17068308858322134
../data/lfw/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0001.jpg,../data/features_cleaner/Anders_Fogh_Rasmussen_0001.npy,../data/lfw_embeddings_pemiu/Anders_Fogh_Rasmussen_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Anders_Fogh_Rasmussen_0001.npy,../data/lfw/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0003.jpg,../data/features_cleaner/Anders_Fogh_Rasmussen_0003.npy,../data/lfw_embeddings_pemiu/Anders_Fogh_Rasmussen_0003.npy,../data/lfw_embeddings_pemiu_reconstructed/Anders_Fogh_Rasmussen_0003.npy,True,0.7633253884363234,0.13416734148184967,0.1218401821227422,-0.071201536801964,0.8263042097362976,0.5676934565761063,0.5614927160756608,0.09027323321615817
../data/lfw/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0001.jpg,../data/features_cleaner/Anders_Fogh_Rasmussen_0001.npy,../data/lfw_embeddings_pemiu/Anders_Fogh_Rasmussen_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Anders_Fogh_Rasmussen_0001.npy,../data/lfw/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0004.jpg,../data/features_cleaner/Anders_Fogh_Rasmussen_0004.npy,../data/lfw_embeddings_pemiu/Anders_Fogh_Rasmussen_0004.npy,../data/lfw_embeddings_pemiu_reconstructed/Anders_Fogh_Rasmussen_0004.npy,True,0.6826934213315718,0.13416734148184967,0.0890837916318068,-0.071201536801964,0.7595077424168775,0.5676934565761063,0.49404434702376954,0.09027323321615817
../data/lfw/Angela_Bassett/Angela_Bassett_0001.jpg,../data/features_cleaner/Angela_Bassett_0001.npy,../data/lfw_embeddings_pemiu/Angela_Bassett_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Angela_Bassett_0001.npy,../data/lfw/Angela_Bassett/Angela_Bassett_0005.jpg,../data/features_cleaner/Angela_Bassett_0005.npy,../data/lfw_embeddings_pemiu/Angela_Bassett_0005.npy,../data/lfw_embeddings_pemiu_reconstructed/Angela_Bassett_0005.npy,True,0.7671422791408463,0.12573732823669265,0.11302060352147543,0.16759912926399506,0.8294661667660108,0.5515437885834673,0.5433324064852307,0.2930766743824073
../data/lfw/Angela_Bassett/Angela_Bassett_0002.jpg,../data/features_cleaner/Angela_Bassett_0002.npy,../data/lfw_embeddings_pemiu/Angela_Bassett_0002.npy,../data/lfw_embeddings_pemiu_reconstructed/Angela_Bassett_0002.npy,../data/lfw/Angela_Bassett/Angela_Bassett_0005.jpg,../data/features_cleaner/Angela_Bassett_0005.npy,../data/lfw_embeddings_pemiu/Angela_Bassett_0005.npy,../data/lfw_embeddings_pemiu_reconstructed/Angela_Bassett_0005.npy,True,0.6562502757262383,-0.010874910889126819,0.025948618541245777,0.10320175790777569,0.7376019304334658,0.28983099627196596,0.3640433184933032,0.23838667402246347
../data/lfw/Angela_Bassett/Angela_Bassett_0003.jpg,../data/features_cleaner/Angela_Bassett_0003.npy,../data/lfw_embeddings_pemiu/Angela_Bassett_0003.npy,../data/lfw_embeddings_pemiu_reconstructed/Angela_Bassett_0003.npy,../data/lfw/Angela_Bassett/Angela_Bassett_0004.jpg,../data/features_cleaner/Angela_Bassett_0004.npy,../data/lfw_embeddings_pemiu/Angela_Bassett_0004.npy,../data/lfw_embeddings_pemiu_reconstructed/Angela_Bassett_0004.npy,True,0.6669794458155369,0.06454033908842173,0.02890587139521249,0.2609106289538349,0.7464901007828668,0.4343065994887193,0.3701325694420395,0.37232223742558557
../data/lfw/Ann_Veneman/Ann_Veneman_0003.jpg,../data/features_cleaner/Ann_Veneman_0003.npy,../data/lfw_embeddings_pemiu/Ann_Veneman_0003.npy,../data/lfw_embeddings_pemiu_reconstructed/Ann_Veneman_0003.npy,../data/lfw/Ann_Veneman/Ann_Veneman_0005.jpg,../data/features_cleaner/Ann_Veneman_0005.npy,../data/lfw_embeddings_pemiu/Ann_Veneman_0005.npy,../data/lfw_embeddings_pemiu_reconstructed/Ann_Veneman_0005.npy,True,0.8591905655644032,0.07016465499245061,0.04047406137539983,-0.006868153203904859,0.9057200469164484,0.4450812960276562,0.3939525183238305,0.14490889144313737
