,a_img,a_embedding_pemiu64,b_img,b_embedding_pemiu64,genuine,a_embedding_reconstructed64,cos_sim_a_pemiu_a_pemiu_reconstructed64
0,../data/lfw_align/Abel_Pacheco/Abel_Pacheco_0001.png,../data/features_cleaner_pemiu64/Abel_Pacheco_0001.npy,../data/lfw_align/Abel_Pacheco/Abel_Pacheco_0004.png,../data/features_cleaner_pemiu64/Abel_Pacheco_0004.npy,True,../data/features_cleaner_pemiu64_reconstructed_genuine/0000/Abel_Pacheco_0001.npy,0.7355832215706803
1,../data/lfw_align/Akhmed_Zakayev/Akhmed_Zakayev_0001.png,../data/features_cleaner_pemiu64/Akhmed_Zakayev_0001.npy,../data/lfw_align/Akhmed_Zakayev/Akhmed_Zakayev_0003.png,../data/features_cleaner_pemiu64/Akhmed_Zakayev_0003.npy,True,../data/features_cleaner_pemiu64_reconstructed_genuine/0001/Akhmed_Zakayev_0001.npy,0.868533379102912
2,../data/lfw_align/Akhmed_Zakayev/Akhmed_Zakayev_0002.png,../data/features_cleaner_pemiu64/Akhmed_Zakayev_0002.npy,../data/lfw_align/Akhmed_Zakayev/Akhmed_Zakayev_0003.png,../data/features_cleaner_pemiu64/Akhmed_Zakayev_0003.npy,True,../data/features_cleaner_pemiu64_reconstructed_genuine/0002/Akhmed_Zakayev_0002.npy,0.8059635998252421
3,../data/lfw_align/Amber_Tamblyn/Amber_Tamblyn_0001.png,../data/features_cleaner_pemiu64/Amber_Tamblyn_0001.npy,../data/lfw_align/Amber_Tamblyn/Amber_Tamblyn_0002.png,../data/features_cleaner_pemiu64/Amber_Tamblyn_0002.npy,True,../data/features_cleaner_pemiu64_reconstructed_genuine/0003/Amber_Tamblyn_0001.npy,0.7337846149393866
4,../data/lfw_align/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0001.png,../data/features_cleaner_pemiu64/Anders_Fogh_Rasmussen_0001.npy,../data/lfw_align/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0003.png,../data/features_cleaner_pemiu64/Anders_Fogh_Rasmussen_0003.npy,True,../data/features_cleaner_pemiu64_reconstructed_genuine/0004/Anders_Fogh_Rasmussen_0001.npy,0.7633253884363234
5,../data/lfw_align/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0001.png,../data/features_cleaner_pemiu64/Anders_Fogh_Rasmussen_0001.npy,../data/lfw_align/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0004.png,../data/features_cleaner_pemiu64/Anders_Fogh_Rasmussen_0004.npy,True,../data/features_cleaner_pemiu64_reconstructed_genuine/0005/Anders_Fogh_Rasmussen_0001.npy,0.6826934213315718
6,../data/lfw_align/Angela_Bassett/Angela_Bassett_0001.png,../data/features_cleaner_pemiu64/Angela_Bassett_0001.npy,../data/lfw_align/Angela_Bassett/Angela_Bassett_0005.png,../data/features_cleaner_pemiu64/Angela_Bassett_0005.npy,True,../data/features_cleaner_pemiu64_reconstructed_genuine/0006/Angela_Bassett_0001.npy,0.7671422791408463
7,../data/lfw_align/Angela_Bassett/Angela_Bassett_0002.png,../data/features_cleaner_pemiu64/Angela_Bassett_0002.npy,../data/lfw_align/Angela_Bassett/Angela_Bassett_0005.png,../data/features_cleaner_pemiu64/Angela_Bassett_0005.npy,True,../data/features_cleaner_pemiu64_reconstructed_genuine/0007/Angela_Bassett_0002.npy,0.6562502757262383
8,../data/lfw_align/Angela_Bassett/Angela_Bassett_0003.png,../data/features_cleaner_pemiu64/Angela_Bassett_0003.npy,../data/lfw_align/Angela_Bassett/Angela_Bassett_0004.png,../data/features_cleaner_pemiu64/Angela_Bassett_0004.npy,True,../data/features_cleaner_pemiu64_reconstructed_genuine/0008/Angela_Bassett_0003.npy,0.6669794458155368
9,../data/lfw_align/Ann_Veneman/Ann_Veneman_0003.png,../data/features_cleaner_pemiu64/Ann_Veneman_0003.npy,../data/lfw_align/Ann_Veneman/Ann_Veneman_0005.png,../data/features_cleaner_pemiu64/Ann_Veneman_0005.npy,True,../data/features_cleaner_pemiu64_reconstructed_genuine/0009/Ann_Veneman_0003.npy,0.8591905655644033
10,../data/lfw_align/Ann_Veneman/Ann_Veneman_0006.png,../data/features_cleaner_pemiu64/Ann_Veneman_0006.npy,../data/lfw_align/Ann_Veneman/Ann_Veneman_0010.png,../data/features_cleaner_pemiu64/Ann_Veneman_0010.npy,True,../data/features_cleaner_pemiu64_reconstructed_genuine/0010/Ann_Veneman_0006.npy,0.7524228719839684
11,../data/lfw_align/Ann_Veneman/Ann_Veneman_0010.png,../data/features_cleaner_pemiu64/Ann_Veneman_0010.npy,../data/lfw_align/Ann_Veneman/Ann_Veneman_0011.png,../data/features_cleaner_pemiu64/Ann_Veneman_0011.npy,True,../data/features_cleaner_pemiu64_reconstructed_genuine/0011/Ann_Veneman_0010.npy,0.5986005463904782
12,../data/lfw_align/Anthony_Fauci/Anthony_Fauci_0001.png,../data/features_cleaner_pemiu64/Anthony_Fauci_0001.npy,../data/lfw_align/Anthony_Fauci/Anthony_Fauci_0002.png,../data/features_cleaner_pemiu64/Anthony_Fauci_0002.npy,True,../data/features_cleaner_pemiu64_reconstructed_genuine/0012/Anthony_Fauci_0001.npy,0.8375335942899177
