,a_img,a_embedding_pemiu128,b_img,b_embedding_pemiu128,genuine,a_embedding_reconstructed128,cos_sim_a_pemiu_a_pemiu_reconstructed128
300,../data/lfw_align/Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.png,../data/features_cleaner_pemiu128/Abdel_Madi_Shabneh_0001.npy,../data/lfw_align/Dean_Barker/Dean_Barker_0001.png,../data/features_cleaner_pemiu128/Dean_Barker_0001.npy,False,../data/features_cleaner_pemiu128_reconstructed_impostor/0300/Abdel_Madi_Shabneh_0001.npy,0.08883666818072124
301,../data/lfw_align/Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.png,../data/features_cleaner_pemiu128/Abdel_Madi_Shabneh_0001.npy,../data/lfw_align/Giancarlo_Fisichella/Giancarlo_Fisichella_0001.png,../data/features_cleaner_pemiu128/Giancarlo_Fisichella_0001.npy,False,../data/features_cleaner_pemiu128_reconstructed_impostor/0301/Abdel_Madi_Shabneh_0001.npy,0.048257644211952916
302,../data/lfw_align/Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.png,../data/features_cleaner_pemiu128/Abdel_Madi_Shabneh_0001.npy,../data/lfw_align/Mikhail_Gorbachev/Mikhail_Gorbachev_0001.png,../data/features_cleaner_pemiu128/Mikhail_Gorbachev_0001.npy,False,../data/features_cleaner_pemiu128_reconstructed_impostor/0302/Abdel_Madi_Shabneh_0001.npy,0.08241242477548971
303,../data/lfw_align/Abdul_Rahman/Abdul_Rahman_0001.png,../data/features_cleaner_pemiu128/Abdul_Rahman_0001.npy,../data/lfw_align/Portia_de_Rossi/Portia_de_Rossi_0001.png,../data/features_cleaner_pemiu128/Portia_de_Rossi_0001.npy,False,../data/features_cleaner_pemiu128_reconstructed_impostor/0303/Abdul_Rahman_0001.npy,-0.004429677071888158
304,../data/lfw_align/Abel_Pacheco/Abel_Pacheco_0001.png,../data/features_cleaner_pemiu128/Abel_Pacheco_0001.npy,../data/lfw_align/Jong_Thae_Hwa/Jong_Thae_Hwa_0002.png,../data/features_cleaner_pemiu128/Jong_Thae_Hwa_0002.npy,False,../data/features_cleaner_pemiu128_reconstructed_impostor/0304/Abel_Pacheco_0001.npy,0.06122858524185585
305,../data/lfw_align/Abel_Pacheco/Abel_Pacheco_0002.png,../data/features_cleaner_pemiu128/Abel_Pacheco_0002.npy,../data/lfw_align/Jean-Francois_Lemounier/Jean-Francois_Lemounier_0001.png,../data/features_cleaner_pemiu128/Jean-Francois_Lemounier_0001.npy,False,../data/features_cleaner_pemiu128_reconstructed_impostor/0305/Abel_Pacheco_0002.npy,0.12093449785061247
306,../data/lfw_align/Afton_Smith/Afton_Smith_0001.png,../data/features_cleaner_pemiu128/Afton_Smith_0001.npy,../data/lfw_align/Dwayne_Wade/Dwayne_Wade_0001.png,../data/features_cleaner_pemiu128/Dwayne_Wade_0001.npy,False,../data/features_cleaner_pemiu128_reconstructed_impostor/0306/Afton_Smith_0001.npy,0.06698053761532556
307,../data/lfw_align/Ahmad_Jbarah/Ahmad_Jbarah_0001.png,../data/features_cleaner_pemiu128/Ahmad_Jbarah_0001.npy,../data/lfw_align/James_Comey/James_Comey_0001.png,../data/features_cleaner_pemiu128/James_Comey_0001.npy,False,../data/features_cleaner_pemiu128_reconstructed_impostor/0307/Ahmad_Jbarah_0001.npy,0.0934296817085065
308,../data/lfw_align/Akhmed_Zakayev/Akhmed_Zakayev_0002.png,../data/features_cleaner_pemiu128/Akhmed_Zakayev_0002.npy,../data/lfw_align/Donna_Morrissey/Donna_Morrissey_0001.png,../data/features_cleaner_pemiu128/Donna_Morrissey_0001.npy,False,../data/features_cleaner_pemiu128_reconstructed_impostor/0308/Akhmed_Zakayev_0002.npy,0.028281482821871904
309,../data/lfw_align/Alan_Dershowitz/Alan_Dershowitz_0001.png,../data/features_cleaner_pemiu128/Alan_Dershowitz_0001.npy,../data/lfw_align/Bertrand_Bonello/Bertrand_Bonello_0001.png,../data/features_cleaner_pemiu128/Bertrand_Bonello_0001.npy,False,../data/features_cleaner_pemiu128_reconstructed_impostor/0309/Alan_Dershowitz_0001.npy,0.1142062086906428
