,a_img,a_embedding_pemiu32,b_img,b_embedding_pemiu32,genuine,a_embedding_reconstructed32,cos_sim_a_pemiu_a_pemiu_reconstructed32
300,../data/lfw_align/Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.png,../data/features_cleaner_pemiu32/Abdel_Madi_Shabneh_0001.npy,../data/lfw_align/Dean_Barker/Dean_Barker_0001.png,../data/features_cleaner_pemiu32/Dean_Barker_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0300/Abdel_Madi_Shabneh_0001.npy,0.24128025283349375
301,../data/lfw_align/Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.png,../data/features_cleaner_pemiu32/Abdel_Madi_Shabneh_0001.npy,../data/lfw_align/Giancarlo_Fisichella/Giancarlo_Fisichella_0001.png,../data/features_cleaner_pemiu32/Giancarlo_Fisichella_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0301/Abdel_Madi_Shabneh_0001.npy,0.23446747596287343
302,../data/lfw_align/Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.png,../data/features_cleaner_pemiu32/Abdel_Madi_Shabneh_0001.npy,../data/lfw_align/Mikhail_Gorbachev/Mikhail_Gorbachev_0001.png,../data/features_cleaner_pemiu32/Mikhail_Gorbachev_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0302/Abdel_Madi_Shabneh_0001.npy,0.24601314335604121
303,../data/lfw_align/Abdul_Rahman/Abdul_Rahman_0001.png,../data/features_cleaner_pemiu32/Abdul_Rahman_0001.npy,../data/lfw_align/Portia_de_Rossi/Portia_de_Rossi_0001.png,../data/features_cleaner_pemiu32/Portia_de_Rossi_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0303/Abdul_Rahman_0001.npy,0.25717290208130583
304,../data/lfw_align/Abel_Pacheco/Abel_Pacheco_0001.png,../data/features_cleaner_pemiu32/Abel_Pacheco_0001.npy,../data/lfw_align/Jong_Thae_Hwa/Jong_Thae_Hwa_0002.png,../data/features_cleaner_pemiu32/Jong_Thae_Hwa_0002.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0304/Abel_Pacheco_0001.npy,0.25156352055174036
305,../data/lfw_align/Abel_Pacheco/Abel_Pacheco_0002.png,../data/features_cleaner_pemiu32/Abel_Pacheco_0002.npy,../data/lfw_align/Jean-Francois_Lemounier/Jean-Francois_Lemounier_0001.png,../data/features_cleaner_pemiu32/Jean-Francois_Lemounier_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0305/Abel_Pacheco_0002.npy,0.27279456260002655
306,../data/lfw_align/Afton_Smith/Afton_Smith_0001.png,../data/features_cleaner_pemiu32/Afton_Smith_0001.npy,../data/lfw_align/Dwayne_Wade/Dwayne_Wade_0001.png,../data/features_cleaner_pemiu32/Dwayne_Wade_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0306/Afton_Smith_0001.npy,0.2523574327529136
307,../data/lfw_align/Ahmad_Jbarah/Ahmad_Jbarah_0001.png,../data/features_cleaner_pemiu32/Ahmad_Jbarah_0001.npy,../data/lfw_align/James_Comey/James_Comey_0001.png,../data/features_cleaner_pemiu32/James_Comey_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0307/Ahmad_Jbarah_0001.npy,0.2488005156578894
308,../data/lfw_align/Akhmed_Zakayev/Akhmed_Zakayev_0002.png,../data/features_cleaner_pemiu32/Akhmed_Zakayev_0002.npy,../data/lfw_align/Donna_Morrissey/Donna_Morrissey_0001.png,../data/features_cleaner_pemiu32/Donna_Morrissey_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0308/Akhmed_Zakayev_0002.npy,0.24038627147300806
309,../data/lfw_align/Alan_Dershowitz/Alan_Dershowitz_0001.png,../data/features_cleaner_pemiu32/Alan_Dershowitz_0001.npy,../data/lfw_align/Bertrand_Bonello/Bertrand_Bonello_0001.png,../data/features_cleaner_pemiu32/Bertrand_Bonello_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0309/Alan_Dershowitz_0001.npy,0.31397089045236726
310,../data/lfw_align/Alanis_Morissette/Alanis_Morissette_0001.png,../data/features_cleaner_pemiu32/Alanis_Morissette_0001.npy,../data/lfw_align/Martin_Cauchon/Martin_Cauchon_0001.png,../data/features_cleaner_pemiu32/Martin_Cauchon_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0310/Alanis_Morissette_0001.npy,0.263348663802142
311,../data/lfw_align/Alexander_Lukashenko/Alexander_Lukashenko_0001.png,../data/features_cleaner_pemiu32/Alexander_Lukashenko_0001.npy,../data/lfw_align/Heather_Chinnock/Heather_Chinnock_0001.png,../data/features_cleaner_pemiu32/Heather_Chinnock_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0311/Alexander_Lukashenko_0001.npy,0.22945858648080908
312,../data/lfw_align/Alfonso_Cuaron/Alfonso_Cuaron_0001.png,../data/features_cleaner_pemiu32/Alfonso_Cuaron_0001.npy,../data/lfw_align/Jason_Priestley/Jason_Priestley_0001.png,../data/features_cleaner_pemiu32/Jason_Priestley_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0312/Alfonso_Cuaron_0001.npy,0.3034204973574463
313,../data/lfw_align/Alfonso_Cuaron/Alfonso_Cuaron_0001.png,../data/features_cleaner_pemiu32/Alfonso_Cuaron_0001.npy,../data/lfw_align/Patty_Schnyder/Patty_Schnyder_0002.png,../data/features_cleaner_pemiu32/Patty_Schnyder_0002.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0313/Alfonso_Cuaron_0001.npy,0.2542494486013341
314,../data/lfw_align/Alfonso_Soriano/Alfonso_Soriano_0001.png,../data/features_cleaner_pemiu32/Alfonso_Soriano_0001.npy,../data/lfw_align/Bill_Nelson/Bill_Nelson_0002.png,../data/features_cleaner_pemiu32/Bill_Nelson_0002.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0314/Alfonso_Soriano_0001.npy,0.2439934053590618
315,../data/lfw_align/Alfonso_Soriano/Alfonso_Soriano_0001.png,../data/features_cleaner_pemiu32/Alfonso_Soriano_0001.npy,../data/lfw_align/Julio_De_Brun/Julio_De_Brun_0001.png,../data/features_cleaner_pemiu32/Julio_De_Brun_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0315/Alfonso_Soriano_0001.npy,0.2716001446297902
316,../data/lfw_align/Alfonso_Soriano/Alfonso_Soriano_0001.png,../data/features_cleaner_pemiu32/Alfonso_Soriano_0001.npy,../data/lfw_align/Patty_Schnyder/Patty_Schnyder_0003.png,../data/features_cleaner_pemiu32/Patty_Schnyder_0003.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0316/Alfonso_Soriano_0001.npy,0.26690364746377926
317,../data/lfw_align/Alonzo_Mourning/Alonzo_Mourning_0001.png,../data/features_cleaner_pemiu32/Alonzo_Mourning_0001.npy,../data/lfw_align/Cecilia_Cheung/Cecilia_Cheung_0001.png,../data/features_cleaner_pemiu32/Cecilia_Cheung_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0317/Alonzo_Mourning_0001.npy,0.2523539642481584
318,../data/lfw_align/Amber_Tamblyn/Amber_Tamblyn_0002.png,../data/features_cleaner_pemiu32/Amber_Tamblyn_0002.npy,../data/lfw_align/Benjamin_Netanyahu/Benjamin_Netanyahu_0001.png,../data/features_cleaner_pemiu32/Benjamin_Netanyahu_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0318/Amber_Tamblyn_0002.npy,0.30340314609788754
319,../data/lfw_align/Amporn_Falise/Amporn_Falise_0001.png,../data/features_cleaner_pemiu32/Amporn_Falise_0001.npy,../data/lfw_align/Joe_Pantoliano/Joe_Pantoliano_0001.png,../data/features_cleaner_pemiu32/Joe_Pantoliano_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0319/Amporn_Falise_0001.npy,0.2519765614067353
320,../data/lfw_align/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0002.png,../data/features_cleaner_pemiu32/Anders_Fogh_Rasmussen_0002.npy,../data/lfw_align/Johnson_Panjaitan/Johnson_Panjaitan_0002.png,../data/features_cleaner_pemiu32/Johnson_Panjaitan_0002.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0320/Anders_Fogh_Rasmussen_0002.npy,0.2922266784327463
321,../data/lfw_align/Andre_Bucher/Andre_Bucher_0001.png,../data/features_cleaner_pemiu32/Andre_Bucher_0001.npy,../data/lfw_align/Joseph_Ralston/Joseph_Ralston_0001.png,../data/features_cleaner_pemiu32/Joseph_Ralston_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0321/Andre_Bucher_0001.npy,0.2320524809555127
322,../data/lfw_align/Andre_Bucher/Andre_Bucher_0001.png,../data/features_cleaner_pemiu32/Andre_Bucher_0001.npy,../data/lfw_align/Maria_Garcia/Maria_Garcia_0001.png,../data/features_cleaner_pemiu32/Maria_Garcia_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0322/Andre_Bucher_0001.npy,0.29874184795096864
323,../data/lfw_align/Andrew_Gilligan/Andrew_Gilligan_0001.png,../data/features_cleaner_pemiu32/Andrew_Gilligan_0001.npy,../data/lfw_align/Henry_Castellanos/Henry_Castellanos_0001.png,../data/features_cleaner_pemiu32/Henry_Castellanos_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0323/Andrew_Gilligan_0001.npy,0.2781901817051548
324,../data/lfw_align/Andrew_Shutley/Andrew_Shutley_0001.png,../data/features_cleaner_pemiu32/Andrew_Shutley_0001.npy,../data/lfw_align/Edmund_Stoiber/Edmund_Stoiber_0005.png,../data/features_cleaner_pemiu32/Edmund_Stoiber_0005.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0324/Andrew_Shutley_0001.npy,0.25563897885850995
325,../data/lfw_align/Andrew_Shutley/Andrew_Shutley_0001.png,../data/features_cleaner_pemiu32/Andrew_Shutley_0001.npy,../data/lfw_align/Mitchell_Swartz/Mitchell_Swartz_0001.png,../data/features_cleaner_pemiu32/Mitchell_Swartz_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0325/Andrew_Shutley_0001.npy,0.29691293258892126
326,../data/lfw_align/Andrew_Shutley/Andrew_Shutley_0001.png,../data/features_cleaner_pemiu32/Andrew_Shutley_0001.npy,../data/lfw_align/Saeb_Erekat/Saeb_Erekat_0002.png,../data/features_cleaner_pemiu32/Saeb_Erekat_0002.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0326/Andrew_Shutley_0001.npy,0.26549227571462597
327,../data/lfw_align/Andy_Dick/Andy_Dick_0001.png,../data/features_cleaner_pemiu32/Andy_Dick_0001.npy,../data/lfw_align/Simon_Yam/Simon_Yam_0001.png,../data/features_cleaner_pemiu32/Simon_Yam_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0327/Andy_Dick_0001.npy,0.2514451297954871
328,../data/lfw_align/Andy_Griffith/Andy_Griffith_0001.png,../data/features_cleaner_pemiu32/Andy_Griffith_0001.npy,../data/lfw_align/Osrat_Iosef/Osrat_Iosef_0001.png,../data/features_cleaner_pemiu32/Osrat_Iosef_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0328/Andy_Griffith_0001.npy,0.29485814278964834
329,../data/lfw_align/Andy_Wisecarver/Andy_Wisecarver_0001.png,../data/features_cleaner_pemiu32/Andy_Wisecarver_0001.npy,../data/lfw_align/Dimitar_Berbatov/Dimitar_Berbatov_0001.png,../data/features_cleaner_pemiu32/Dimitar_Berbatov_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0329/Andy_Wisecarver_0001.npy,0.2736291614105672
330,../data/lfw_align/Angela_Lansbury/Angela_Lansbury_0001.png,../data/features_cleaner_pemiu32/Angela_Lansbury_0001.npy,../data/lfw_align/Steven_Van_Zandt/Steven_Van_Zandt_0001.png,../data/features_cleaner_pemiu32/Steven_Van_Zandt_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0330/Angela_Lansbury_0001.npy,0.2777558268942853
331,../data/lfw_align/Angela_Lansbury/Angela_Lansbury_0002.png,../data/features_cleaner_pemiu32/Angela_Lansbury_0002.npy,../data/lfw_align/John_Coomber/John_Coomber_0001.png,../data/features_cleaner_pemiu32/John_Coomber_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0331/Angela_Lansbury_0002.npy,0.2875931618061366
332,../data/lfw_align/Ann_Veneman/Ann_Veneman_0006.png,../data/features_cleaner_pemiu32/Ann_Veneman_0006.npy,../data/lfw_align/Sergio_Garcia/Sergio_Garcia_0002.png,../data/features_cleaner_pemiu32/Sergio_Garcia_0002.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0332/Ann_Veneman_0006.npy,0.25894943588786234
333,../data/lfw_align/Ann_Veneman/Ann_Veneman_0008.png,../data/features_cleaner_pemiu32/Ann_Veneman_0008.npy,../data/lfw_align/Ted_Williams/Ted_Williams_0001.png,../data/features_cleaner_pemiu32/Ted_Williams_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0333/Ann_Veneman_0008.npy,0.24169605244403622
334,../data/lfw_align/Annie-Jeanne_Reynaud/Annie-Jeanne_Reynaud_0001.png,../data/features_cleaner_pemiu32/Annie-Jeanne_Reynaud_0001.npy,../data/lfw_align/SJ_Twu/SJ_Twu_0001.png,../data/features_cleaner_pemiu32/SJ_Twu_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0334/Annie-Jeanne_Reynaud_0001.npy,0.28425259876553016
335,../data/lfw_align/Anthony_Carter/Anthony_Carter_0001.png,../data/features_cleaner_pemiu32/Anthony_Carter_0001.npy,../data/lfw_align/Eliza_Dushku/Eliza_Dushku_0001.png,../data/features_cleaner_pemiu32/Eliza_Dushku_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0335/Anthony_Carter_0001.npy,0.2889530887385585
336,../data/lfw_align/Antonio_Cassano/Antonio_Cassano_0001.png,../data/features_cleaner_pemiu32/Antonio_Cassano_0001.npy,../data/lfw_align/Paul_Celluci/Paul_Celluci_0001.png,../data/features_cleaner_pemiu32/Paul_Celluci_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0336/Antonio_Cassano_0001.npy,0.27692449135698083
337,../data/lfw_align/Anwar_Ibrahim/Anwar_Ibrahim_0001.png,../data/features_cleaner_pemiu32/Anwar_Ibrahim_0001.npy,../data/lfw_align/David_Alpay/David_Alpay_0001.png,../data/features_cleaner_pemiu32/David_Alpay_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0337/Anwar_Ibrahim_0001.npy,0.25809446743750447
338,../data/lfw_align/Armand_Sargen/Armand_Sargen_0001.png,../data/features_cleaner_pemiu32/Armand_Sargen_0001.npy,../data/lfw_align/Daryl_Sabara/Daryl_Sabara_0001.png,../data/features_cleaner_pemiu32/Daryl_Sabara_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0338/Armand_Sargen_0001.npy,0.2533804760892838
339,../data/lfw_align/Armand_Sargen/Armand_Sargen_0001.png,../data/features_cleaner_pemiu32/Armand_Sargen_0001.npy,../data/lfw_align/Kelvin_Sampson/Kelvin_Sampson_0003.png,../data/features_cleaner_pemiu32/Kelvin_Sampson_0003.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0339/Armand_Sargen_0001.npy,0.2649910381221672
340,../data/lfw_align/Armand_Sargen/Armand_Sargen_0001.png,../data/features_cleaner_pemiu32/Armand_Sargen_0001.npy,../data/lfw_align/Lisa_Gottsegen/Lisa_Gottsegen_0002.png,../data/features_cleaner_pemiu32/Lisa_Gottsegen_0002.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0340/Armand_Sargen_0001.npy,0.26032130747854
341,../data/lfw_align/Atom_Egoyan/Atom_Egoyan_0001.png,../data/features_cleaner_pemiu32/Atom_Egoyan_0001.npy,../data/lfw_align/Bill_Stapleton/Bill_Stapleton_0001.png,../data/features_cleaner_pemiu32/Bill_Stapleton_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0341/Atom_Egoyan_0001.npy,0.2739085057601845
342,../data/lfw_align/Atom_Egoyan/Atom_Egoyan_0001.png,../data/features_cleaner_pemiu32/Atom_Egoyan_0001.npy,../data/lfw_align/Janis_Ruth_Coulter/Janis_Ruth_Coulter_0001.png,../data/features_cleaner_pemiu32/Janis_Ruth_Coulter_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0342/Atom_Egoyan_0001.npy,0.2868863630085562
343,../data/lfw_align/Barbara_Brezigar/Barbara_Brezigar_0002.png,../data/features_cleaner_pemiu32/Barbara_Brezigar_0002.npy,../data/lfw_align/Doris_Roberts/Doris_Roberts_0002.png,../data/features_cleaner_pemiu32/Doris_Roberts_0002.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0343/Barbara_Brezigar_0002.npy,0.2808692377785393
344,../data/lfw_align/Barbara_Felt-Miller/Barbara_Felt-Miller_0001.png,../data/features_cleaner_pemiu32/Barbara_Felt-Miller_0001.npy,../data/lfw_align/Leticia_Dolera/Leticia_Dolera_0001.png,../data/features_cleaner_pemiu32/Leticia_Dolera_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0344/Barbara_Felt-Miller_0001.npy,0.26907514028458845
345,../data/lfw_align/Bart_Freundlich/Bart_Freundlich_0001.png,../data/features_cleaner_pemiu32/Bart_Freundlich_0001.npy,../data/lfw_align/Ernie_Grunfeld/Ernie_Grunfeld_0001.png,../data/features_cleaner_pemiu32/Ernie_Grunfeld_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0345/Bart_Freundlich_0001.npy,0.2610180784927184
346,../data/lfw_align/Bart_Freundlich/Bart_Freundlich_0001.png,../data/features_cleaner_pemiu32/Bart_Freundlich_0001.npy,../data/lfw_align/Kirsten_Gilham/Kirsten_Gilham_0001.png,../data/features_cleaner_pemiu32/Kirsten_Gilham_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0346/Bart_Freundlich_0001.npy,0.24762472319428666
347,../data/lfw_align/Benjamin_Martinez/Benjamin_Martinez_0001.png,../data/features_cleaner_pemiu32/Benjamin_Martinez_0001.npy,../data/lfw_align/Garry_McCoy/Garry_McCoy_0001.png,../data/features_cleaner_pemiu32/Garry_McCoy_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0347/Benjamin_Martinez_0001.npy,0.3201063535022676
348,../data/lfw_align/Benjamin_Netanyahu/Benjamin_Netanyahu_0001.png,../data/features_cleaner_pemiu32/Benjamin_Netanyahu_0001.npy,../data/lfw_align/Maria_Callas/Maria_Callas_0001.png,../data/features_cleaner_pemiu32/Maria_Callas_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0348/Benjamin_Netanyahu_0001.npy,0.28441894622109526
349,../data/lfw_align/Benjamin_Netanyahu/Benjamin_Netanyahu_0005.png,../data/features_cleaner_pemiu32/Benjamin_Netanyahu_0005.npy,../data/lfw_align/Frank_Beamer/Frank_Beamer_0001.png,../data/features_cleaner_pemiu32/Frank_Beamer_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0349/Benjamin_Netanyahu_0005.npy,0.2621466286269785
350,../data/lfw_align/Bernard_Law/Bernard_Law_0001.png,../data/features_cleaner_pemiu32/Bernard_Law_0001.npy,../data/lfw_align/Liu_Xiaoqing/Liu_Xiaoqing_0001.png,../data/features_cleaner_pemiu32/Liu_Xiaoqing_0001.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0350/Bernard_Law_0001.npy,0.2661208752366947
351,../data/lfw_align/Bernard_Law/Bernard_Law_0003.png,../data/features_cleaner_pemiu32/Bernard_Law_0003.npy,../data/lfw_align/Valerie_Harper/Valerie_Harper_0002.png,../data/features_cleaner_pemiu32/Valerie_Harper_0002.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0351/Bernard_Law_0003.npy,0.3194094923219655
352,../data/lfw_align/Bertrand_Bonello/Bertrand_Bonello_0001.png,../data/features_cleaner_pemiu32/Bertrand_Bonello_0001.npy,../data/lfw_align/Jong_Thae_Hwa/Jong_Thae_Hwa_0002.png,../data/features_cleaner_pemiu32/Jong_Thae_Hwa_0002.npy,False,../data/features_cleaner_pemiu32_reconstructed_impostor/0352/Bertrand_Bonello_0001.npy,0.2862754668635046
